name,processId,type,startTimestamp,endTimestamp,purchasePrice,undernameLimit
0xyvzkc,L_E_zZNtNRR1sWWne4cGcxHr2aswH5n-TesC_r9MCeA,lease,1740009600000,1784639079191,0,10
0xyvzpicture,-XirPis50wHcviCXJYbudUexwaLi8tyE7lDVJv-JESU,lease,1740009600000,1820378987062,0,10
0xzlatan,XEaDljnomKkBN-2CcmLZ7nhCcOphahJNaYY2Zh1oMvY,lease,1740009600000,1807012339368,0,10
0xzontum0x,fTIBplOrlrbIVoRtiIDXQvmu0pq30wZdgdQrtHHqA1Y,lease,1740009600000,1793833022431,0,10
11pmgroup,3PlTqnjXNzm9kYvU4Ivmw0dLaLP4mTNaDL_p1lCETVY,lease,1740009600000,1777783555203,0,100
123abc,oRKm5xDYMcM2Yr1aXukIa-hFEL6MqrJvrA4DgFW5L1I,lease,1740009600000,1778920683295,0,100
1velaryon,cI_jGeYXb-1aIqz0EQ2F4F2B_NeovqfWnTcZdHpLFVg,lease,1740009600000,1785168005312,0,10
23e23e23e23e,2sVq0TjZShxomCNd1BUHswaanLpwqYYhza1MiCIJ8hQ,permabuy,1740009600000,,0,10
247network,SrewWm77_iqcGr9TUziYlAPLsDm4EAkSZADlvERsuxE,lease,1740009600000,1871168374775,0,100
2-6-spec,xrmNjP9ZVGSpN2DqFQ-0y15JKrt7EX-cxorj9KOXjm0,permabuy,1740009600000,,0,100
2dgorillaz666,8bVXhW3aBOMfxHm5zCAWuMmjzh8iZWPiNoQNfAI2EwY,lease,1740009600000,1801430216811,0,10
2save-xyz,VB1B9X8Fl8HBe9FCccoDZRN8CTdQlSiWjzIQx4HQ_2A,lease,1740009600000,1783438524773,0,10
365579784580xsav,FawTD5H6V0akulai5HTvn7IMMl6_9hGWZyBMu33UM4A,lease,1740009600000,1789653865892,0,10
3d-pst,kfJIagJcd_DQwuaI8XZXoVV44KM7_LanUeX-tRFnW7k,lease,1740009600000,1789939253015,0,10
46d54f65d4f6d54f6d54f6d54f6d54f,irgauAzkIfm_xGDWZKk3wSdTqMShlbtdvjHfrOOJDOU,lease,1740009600000,1800158788924,0,10
46w5e4d6w5e4d6w5e4d6w5e4d6w5e4d6w5ed4w65e4d6w5ed46w,yfv7UqR9LiAaQZe5D9N2ghk27cDrjI6rBOiIT-_bANQ,lease,1740009600000,1795952884220,0,10
4w65ef46w5f4w65e4fw65ef46w5f46w54f6w5e4f6w5e4fw65ef,Sbuz9EjjEpDiDAYgKPO5SkjiXIa3HigSgD4EaUQjj_Y,lease,1740009600000,1797212182570,0,10
4wedw56ed46w5e4d6w5e4dwedwedwedwed,jVV9appYr8LPsZb0fILnZ2PdERPfBPXwT3il9BCufZE,lease,1740009600000,1808082654257,0,10
54654sd654as6d54a6s5d4a65d46a5sd46a54d6a4sd6a5sd4a6,oMc70UysKA-ctEoK77Iy3WRODhl3rvINszjCgg4t1q8,lease,1740009600000,1860768102281,0,10
54as65da4sd65a4d65a4d6a5sd46a54sd6a54d6a54d,O0ET4GMP_iiT5iIo2hy5Vc4beZVT6JSOrLwCYPJJ-eE,lease,1740009600000,1791964690675,0,10
65342e6234e625436e5423e,lWSy8N2Ddf4uMfg_OONnZpCIQSMSs3avStXoHICocCM,lease,1740009600000,1787656028818,0,10
654654654df654d65f4d65f46d54f65d4f6d54f654d6546d54f,YcxE5IbqZYK72H64ELoysxiJ-0wb36deYPv55wgl8xo,permabuy,1740009600000,,0,11
654a65sd4a65sd46a5sd46a5s4d6a5s4d6a54sd6a54sd65a4sd,pQVf9-a475CWqqxx--_rqg39UYfidtdxHNyjeEpRezA,permabuy,1740009600000,,0,10
654fe65w4ef65w4ef65w4ef65we4f65we4f6w5e4f65we4f,Ts0i2r4a4qhNir91kJPDp2h8XcwU5D-GwQ8mFZoqlWU,lease,1740009600000,1797604102317,0,10
65d4we65d4w6e54dw6e54d6w5e4d6we54d65we4d65w4ed654we,0jN-5312XPJuVmxSFac8cz5sOHryj3_H4rZR0MLtghk,lease,1740009600000,1924927284068,0,10
65e4w6e54dw6e54dw6e54dw65e4d6w5e4d65we4d65we4d,KueA4q-8mS4g2Esujh7SpFmqbIG51TuvggdDFR_69Ys,lease,1740009600000,1801233463428,0,10
65f4sa6df54sa6df54s65df4a6s5df4s65df4s6df54s6ad5f46,g9bZ589QVFwj6-7yGBSO0IPyamOwAQH9lL2z4BSsnk8,permabuy,1740009600000,,0,10
6we54d6w54ed6w54ed6w54ed6w45ed65w4ed654we6d54we65d4,0dWUAQCpXGupOaIpAiKg1nwV_Z9RLgULjMxejAU1-VY,lease,1740009600000,1792412573144,0,10
7987987987sd987a9s7d9a87sd9a87sd98a7sd987as98d7a98s,9pO3rkoJcWVoc9gXsXBQbrIa47PHFJrp324Ya30x0o0,lease,1740009600000,1799101785017,0,10
a0labs,HAuhlaSz2BAw5DgAFjF4pq_TDH9KnOQpA5ZjaBUwvjU,lease,1740009600000,1797487660939,0,10
a16zcrypto,rws18Bkhgbi79UJFFqk0Vptm2ir_FwPzKdY8w8mdy_0,lease,1740009600000,1796195828964,0,10
a666gs,9yjv7BkhSUd8LkSHZ7WdRzFs-2mxVy9dd2zEJ-1YLV8,permabuy,1740009600000,,0,100
a6zzzs,HrX9C591kZmMWrQ-V_nklE_JFvX74tXXws7L2IwMLPk,permabuy,1740009600000,,0,100
aaaeeeeiiiooouuu,UlxqENfOYXvDU8hgJeBuPUgZT5p_efJuk3y4V03XlEg,lease,1740009600000,1805074431857,0,10
aahayangngajarannamayangpanjangsangkancalawakmacana,0XCUELFvBGPJOGRJAnKsmPRAephJaoerDxlekGXtdSk,lease,1740009600000,1805857262494,0,10
aantop,ofS3BI9BrQvxK6KlolSpJHQHQAgkOYSZJUHmMRbOqAs,lease,1740009600000,1784442489014,0,10
aaronsim,6wSDKo38H5rh-okToLyECjXVHtsSZ8ZwcsSdOgefXQU,permabuy,1740009600000,,0,100
ababilfilms999,WE6HYdd0wa0APayAEcPgbvFTS6VNa1WVqWa9yHWIf8I,lease,1740009600000,1801118952216,0,10
abdull4yevarweave,zezL44_Wz6k-QYIZabRSnCmgIIUaRyWdX8tzntYsvJs,lease,1740009600000,1799546930007,0,20
abdullahcoban,nszF2JDBN_a4RB2B3xOOMvQE0xDK9xD77osplb9133c,lease,1740009600000,1806710552693,0,10
abetrizaldeui,uaSnxVR_0q0VUpsm2uqob0mV4CKM92TSWrSDzfCccTA,lease,1740009600000,1800571873817,0,10
abhav,bOpkh-QLDDqZajJ38F0G4xPzEhreZFkmQ-WwkOZCWg4,permabuy,1740009600000,,0,100
abracadabra,r5deXdd4LgJFLj6W1LW1UKcrdAtIhcj5itBx5iyME2Y,lease,1740009600000,1775805579744,0,100
ac3iso,jkXowyvZxdjY_NAx8HjLw4rFrG0cGqKFCTPuSQNvRO0,permabuy,1740009600000,,0,100
academycupang,-ApqmEmO4H2ssyupicVovw2DcFuvbDrsbopALPy0dsE,lease,1740009600000,1799335582909,0,10
account,F7yS1fazVTy20r-7n4zHdoBaftKckp5YXe18qExTgYU,lease,1740009600000,1774880753284,0,100
acsivrikaya,uIgZtRrPY5VOcREEufd44Ysbe5zEEyFRbGn4sNwajZY,lease,1740009600000,1838621341351,0,10
action,o6yE-taRXSoktIKJ0jNWW7PXEdlP4SdEvoK5mGjZ5_Y,lease,1740009600000,1802434398316,0,10
adam,NVJDMmgKObo-xuGMiR3euEbJQieVnBCXNisoqCEd2lg,permabuy,1740009600000,,0,100
adao,hFsTuHzWg4cy37wWNEG6swDEV8A0XgK9XuV54iRtbXM,lease,1740009600000,1776147293188,0,100
addingbio,DE0pZ389RaGugqkelARFmcmHfNTo0KPYVzyl6CmCL58,permabuy,1740009600000,,0,100
ademcanbrazilyali,31Uaxm_JTh9oNrTt4fpzRFYbZv2YRHdEizTGJD9L8t4,lease,1740009600000,1803556022501,0,11
ademsari,sXFOZ4ahg4jPBY37CotqScP1beTbIoiTCToHaGaUAXo,lease,1740009600000,1842673098116,0,10
ademulyanakonang,IaScgdbAvjMPKABZrE2VA5hf2UjrrS1AjO_Uvfqat9Q,lease,1740009600000,1805959880731,0,10
adisablajda,cR7AHILIFyei9e4S3-cqQpDb_FXgyPUGYh8UrXdeo00,permabuy,1740009600000,,0,10
aditya,S3Bp6Y5oqbQv0mf46bxcaxesmzb0t6ctaTy5UqD-8ew,permabuy,1740009600000,,0,100
admin,4xAVJLsyy6UwwgvsjQb4r38ER1EAE7N3m3wPkIPMigA,lease,1740009600000,1776093593197,0,100
administrator,LlDrLv2Jb-4uU5BTlXqTcHC2w8pRryG7_pO5MjhtxWI,lease,1740009600000,1805969131743,0,10
adora0x0-xyz,vC4pzy4sy7quGxutBjSB0ZR4fakOHO-tiJpYR0OCaj0,lease,1740009600000,1777185618301,0,10
adrive-test,P2I03fij0j9W_5kXvKSq7KayxXtt-ZWbtQ78DLCGLiI,lease,1740009600000,1798026530391,0,41
aedfqawfqawfcqwfcqawff,inNzJBJcG9ANvDvlFVDE9i1pJV5E6Akm02SaXNqHJEs,lease,1740009600000,1787187974298,0,10
aetherion,wm5a4aSef0HLTnhcadkDhj10rpW2maHdXTFuBffn1Gc,lease,1740009600000,1808669311475,0,10
aetherium,ha9bRxW6kXmAfZ9nLIyTCH9Y5IUNRMIpCqXqPwh2LTc,lease,1740009600000,1802539448401,0,10
afiqhaekal,WGZcTDCEwJpi83z1L-rVdcML4uGNIPnV72NFsnG2YZ8,permabuy,1740009600000,,0,10
afmedia,oASRgpDshTR313ti9iz3KXXIe-v5Eg6JVaxqqFLsdJk,lease,1740009600000,1798967581311,0,10
a-for-alpha-z-for-zigza,qfR_ejFXnmSySvnbGZ490iuc20BuHcWWc39iUsQRH4U,lease,1740009600000,1801705473518,0,10
africa,FF-iOaKGJqSh2MZ9pFPK9J1fT4RlGEvxrwIpKIj24t4,lease,1740009600000,1858520760640,0,10
after-testnet,ujDmGNMnln5kXGZuTwCAk-ryuyQmGd60rmSr4Ck3CDE,lease,1740009600000,1806713545837,0,10
aftr-ao-staging,yRzyLDqm1luoA4z-_TYfryjAsDk4e2zciYZ0XYverVE,lease,1740009600000,1804648705013,0,10
agent,swZcA5Q9oEL4TsB227oErS1n72HAj-F8MgUBwlaaoAY,lease,1740009600000,1845369936201,0,10
agentbypassai,czGo-H5DTzt57WJXDTGqmvQ7tHErNUpcdcGzfHjwaAk,lease,1740009600000,1803162758263,0,10
agentfi,FTnha0j8fSz0aSpAaWGQnOuDQjvpyhcsOsp5TO0LS9U,lease,1740009600000,1814926198988,0,10
aguspujianto0908,3FDMQVEds8ZtkoxseRbI2vUvcqycV65aCIVfCCFavIE,lease,1740009600000,1789669553352,0,10
ahiahiahai,0NT6EnIv_HVoAyQbb0KOBh4GJ37Z16qf2WislNkXWns,lease,1740009600000,1800147041814,0,10
ahmetcan,G74TBLhjHoyRhMMYC0KwFN-oURjFwY_lfrDOqJFYRV8,lease,1740009600000,1867899714338,0,10
ahmkahonline,BbutTiHSkihHZNPxpTYmGa2S_EbMv3FfBKimFIOPvMM,permabuy,1740009600000,,0,10
ahsdfkjshdfkjhewrewqrqwekfkjhsdflkjhadflkjhsadlkfjh,us5bfbv5lJME0S6B5QZ3remI0j_o-myuV9YfwcDl5Cg,lease,1740009600000,1826420153432,0,10
aiakosaiakosaiakosiaisaiakos,lEhZc7bJwDpUiRuWlDFbHIGLtRO99jMDYaouWrt94M8,lease,1740009600000,1806584827000,0,10
aiangelredwhite,j16hAh8989avtN5aIBW67KNLy1IdPxPYN7B4-kdh5gk,lease,1740009600000,1790014901485,0,10
aimanofficial,8-_X-nU44lfcjZleVC_XqZIm4Mi0l-IAsFME6tm4U9g,lease,1740009600000,1801611123675,0,10
ainodes-xyz,-t_qH1YsO4sb7wlbB2MRBuJn6fMg9DLee8COO11rE_k,lease,1740009600000,1777957657768,0,10
airdrop,WJOyb1giAh2hJHmBpD1EPGm3CDUfYo4z0wFCUcouMKI,lease,1740009600000,1804911712491,0,10
airdropfinder,nmad0koVnL82f66Muyo2qUygpIMQfksKkaMqXWjeKh8,lease,1740009600000,1799456833499,0,10
airdrophunter,LR4lj-ESmr81QFmn2HQZrDXvK8VyRD9kcxqsHSPlxDw,lease,1740009600000,1786160760437,0,10
aitrump,u07pDGmv40seXmZjMM-NrpUY0RIlIrCurm4vgz3oSRo,lease,1740009600000,1802976091416,0,10
aiweave,Ya-hkMv597f94gwod00o1qGUsRUQfWddZeFbODn6qrU,lease,1740009600000,1776126590803,0,100
ajikurniawan12,NMu1KkU7OIkLEbi7xq3AXgBolvDeCBYzy-PAQNeRtOA,lease,1740009600000,1806096142168,0,10
ajipamungkas471,8NZPgVKLtzCdViYVfziOzykhZ6itaZ7nz4a9dplNBJo,lease,1740009600000,1804015153912,0,10
akioryuxy,N8v5KM5XgltTJrGBsdlwOU21j9RdT8TIpD_6jWoDrL8,lease,1740009600000,1805678278104,0,10
akiradaokobayashi,wOheAosBKgQwZIGmxFkdCpuTRBPQw2xeDrRyYLUYBvs,lease,1740009600000,1799621964514,0,10
aksamlan,tMHRSMfyaLzrSYTeuUwJoTbBDNgznITYZlDDkY-ggq8,lease,1740009600000,1785991508468,0,10
akupengangguran,myOnKdwTKP5kvTLU19fpmbQmJ8Pv87sByhINt2L6Vco,lease,1740009600000,1802853267637,0,10
akus000000000,HxhBx6EoWEaI0nXsAGtZIokYEwJ504u8ooyYVC1C62s,lease,1740009600000,1803603461643,0,10
akusukacroodnih,vDfnONMTk3Lmd7V05s93by5FuvBfcvdosSG9sG4ixIw,lease,1740009600000,1802721334150,0,10
alacazam,8t9iewqz4Q77AGslPW45ppNjeQDQbe7lnTlJ0klz-b8,permabuy,1740009600000,,0,10
albertfredikson,ipuOqLHEG4Ss5wv7-V0jHwatZjmue29N1DR3NKPieMs,lease,1740009600000,1798367209105,0,10
alcatalcatalcatalcatalcatalcatraz,D2oPO5ShdIMbaXRYnUw4zfDVv19jYp8DQ9qHx9OgcBk,lease,1740009600000,1795524629229,0,10
alchemy,TJ3M25VTnqIllbQQLkm-eEl0rSgocYjON8mBm3pYTts,lease,1740009600000,1782520242129,0,10
aldyaldryanjayengaraoxyz,ETDrn2jrVIOcOMOFA2OraeTefuxK2veXpUUe_ZPXEAo,lease,1740009600000,1800240998832,0,10
aleko0o,Ps7gHBU70FxNhJg0IZBwrcUwNW2IMZe0z7yGubW7nTM,lease,1740009600000,1785577841462,0,10
aleko0ostore,qS7c6rnn9rjqwpQNNuldAKNL80OfGLPmYymo23yZCFs,lease,1740009600000,1783959978980,0,10
alex,M1H_jP7yqfHya32OYseJEOof6OOP_tm5cI4IsyPXY5g,permabuy,1740009600000,,0,100
alexander,Yhe6flTxYNm6zuRQPBFnsYAAuP0R52yjLeHtiyh232Q,lease,1740009600000,1796576728798,0,10
alexanderthegreat,swRQyisNenK2HAvxmUAkd4TWAPpB9iMFrs-fVSMHIuY,lease,1740009600000,1801965371391,0,10
alexandria,TebTZR8QFxqqLB4MM5FR5Z0Te7VJRmecHupAf-eOcxs,lease,1740009600000,1778600601744,0,100
alexatallah,y_uTVh5AVcPWvELYixe4ozdUu2UIuszN-SwH8PuhUE0,permabuy,1740009600000,,0,100
alex-beta-v1,WElL_Vl89nKY50U98D6fUVMQBRUfmRLYH3qxLR1F-QM,permabuy,1740009600000,,0,100
alex-operator-guide,6KY1OzxLUHBPL9LyhGbXIIX6MrFIcMLKkvQYsdOFMIk,lease,1740009600000,1779922036005,0,100
alex-renderers,gShKv5Cxmj6kEr9mgRxZVzy7BokpjxxSooTfMRrIy90,permabuy,1740009600000,,0,100
alextest222222222222,MxkpSjsrVOsWAgx7pwtfRzoBuXDWzUkPkAPegJrrbuA,lease,1740009600000,1779898214599,0,100
alex-v2,MIKc0BcaKyZG50Z1noJJbmOZ_PIPQqSOKRT3uDwoCHU,lease,1740009600000,1775321443295,0,100
alexxisdrive12,th1ipGf7DYN8qYn3-InFbhgtMkIBXC4jWDey6TAcfng,lease,1740009600000,1787221638177,0,10
alexxissanchez,XpG7MGyvjfBl3m31NYfmcb5GRvZwXNCIwl6Cxg32dks,lease,1740009600000,1802535053588,0,10
alfianneversleep,m-slpgA8aCzDZO93om2rUMKT3k1TMV3vuDyMtleWuAk,lease,1740009600000,1799677827669,0,10
aliakbarw,1_OMWqbS26osxwRFqeVX-hUVTPd1zkagCBKmbDdCFAI,lease,1740009600000,1804422463275,0,10
alibaba,6eFVUWeVNSWvu-R2nbp6COTwe9dfvKeJ7TlgAIPp4UY,lease,1740009600000,1778532782088,0,100
alifspace,tJ9B37KkKgRvpQPEaI2PEKUMGfQws0h8aUbNL-UhY4I,lease,1740009600000,1801638350965,0,10
alisss8787,0Mnaw4yym0gNFzHyCwHDCrzHrvxNIyHOHC93stFbYD8,lease,1740009600000,1800643901883,0,10
allahuekber,mhKIL-oOutdNtrGmGCYEjSzD2C9Schb-lD9F8JbrhWw,lease,1740009600000,1798002586068,0,10
almostgreat,FDtpyHI7qQ1AaQ3TjP2mRNgmvJtpHTklhB_QtTxzBl4,permabuy,1740009600000,,0,100
alnenvarweave,ETc52nXhwHwx3oatNx7Eyxg-avuRM0vC1YsLHRitNqU,lease,1740009600000,1801712965609,0,10
alparslan2025,yOOVzwPCB5TpVkGZYayI1mhcZhGxhiQggW1fBYgx3iU,lease,1740009600000,1799826104893,0,10
alpcyantest,o4RcbWCusvhqrXB7dOwKISps25CSeyEc-DiG4Hqjp6M,lease,1740009600000,1790671505032,0,10
alphabet,_WJsttv5K2XzoPHmlmOfdlTFPD8aa4HYQ7krDOgD4Sg,lease,1740009600000,1907995544354,0,10
alpharabius,xAaOLA85sxlhMeIok9goOFD0U-hkJleTV1mwl-v0u8s,lease,1740009600000,1786010452921,0,10
alptekn,w2lcvqJJGq_KCeJ3xk2tzK91ZJMlsj13DK6TBQcNhc4,lease,1740009600000,1784116869645,0,10
altavista,93tXNlO5SZ0ZkeslimM-5b7Vr_QlRH88thi2p3gzzPM,lease,1740009600000,1775075116423,0,100
alucard,CEAj35WgCyDt9Imr1p3ftZHDZ7L5uvF7srRmDew7U6Q,permabuy,1740009600000,,0,10
aluisyo,EpBkjTYXoN2-4md3GVVGWC9vecZRwb4VyUoRiOQNswA,lease,1740009600000,1792971447469,0,10
alwaysbedream,jTaP_OhceOVDppZEZi-t44RTg4jr5gty5NvA4dNNDQI,permabuy,1740009600000,,0,10
alwaysbenumber-one,Q6zq_1XzVLpccxi2QqUyu1NYldfot13506_esCh1ruk,lease,1740009600000,1799810311151,0,10
